Accuracy,Precision_macro,Recall_macro,F1_macro
0.7542372881355932,0.7097693943193589,0.6704322631290592,0.6818196380623144
0.7598870056497176,0.7257852039120732,0.6595780796944174,0.6692850907518181
0.7528248587570622,0.6844601622633659,0.646385072411647,0.6476606432298632
0.75,0.6919559340362259,0.6562591922543155,0.6622512006809278
0.7227722772277227,0.6483515325553285,0.633392838911322,0.6361425063225513
