Accuracy,Precision_macro,Recall_macro,F1_macro
0.7372881355932204,0.6928945396881195,0.6198958153078622,0.6214056498317037
0.7542372881355932,0.7380040051272928,0.6420393084777641,0.6444672873488573
0.7669491525423728,0.7406872158103046,0.6496241048741727,0.6507535151317829
0.7274011299435028,0.6692904725992962,0.6049543959830427,0.5940591902856054
0.7369165487977369,0.692397017757239,0.6234111524268774,0.6277805451778055
