Feature,Coefficient,Class
Father's qualification_36,0.46538934553169603,Graduate
Father's qualification_37,0.051166549304377605,Graduate
Father's qualification_38,0.1334621673804473,Graduate
Father's qualification_39,-0.9924702210658961,Graduate
Father's qualification_40,-0.21701520767371524,Graduate
Father's qualification_41,-0.005544016916105036,Graduate
Father's qualification_42,0.20335566052865578,Graduate
Father's qualification_43,0.6762401358625016,Graduate
Father's qualification_44,-0.0010385704641780009,Graduate
Mother's occupation_0,0.2140539202452999,Graduate
Mother's occupation_1,-0.05237518990659584,Graduate
Mother's occupation_2,-0.21444265424554623,Graduate
Mother's occupation_3,-0.13215008435554143,Graduate
Mother's occupation_4,-0.02010664789883054,Graduate
Mother's occupation_5,0.06606913423292589,Graduate
Mother's occupation_6,0.43766325006020423,Graduate
Mother's occupation_7,-0.16185834654353504,Graduate
Mother's occupation_8,-0.7845118582713467,Graduate
Mother's occupation_9,0.015319644849167778,Graduate
Mother's occupation_10,0.26917081902427065,Graduate
Mother's occupation_90,0.7159473409786928,Graduate
Mother's occupation_99,-0.4164276931877906,Graduate
Mother's occupation_122,-0.14344431021362136,Graduate
Mother's occupation_123,-0.2448035949108791,Graduate
Mother's occupation_131,-0.13808926322901965,Graduate
Mother's occupation_132,-0.5653551940663756,Graduate
Mother's occupation_134,-0.15175260521250875,Graduate
Mother's occupation_141,-0.18111485165922067,Graduate
Mother's occupation_143,-0.023231257527433387,Graduate
Mother's occupation_144,0.5526380863743574,Graduate
Mother's occupation_151,0.18686800917665752,Graduate
Mother's occupation_152,0.036293434986140516,Graduate
Mother's occupation_153,0.09885819488500167,Graduate
Mother's occupation_171,0.44656822689215375,Graduate
Mother's occupation_173,-0.05010570900802558,Graduate
Mother's occupation_175,0.0057599013520620015,Graduate
Mother's occupation_191,0.47539930193456087,Graduate
Mother's occupation_192,-0.3233594986077727,Graduate
Mother's occupation_193,0.08765736219391544,Graduate
Mother's occupation_194,-0.09391472214817885,Graduate
Father's occupation_0,0.5799168569630325,Graduate
Father's occupation_1,0.11362324451780091,Graduate
Father's occupation_2,-0.041943296722809505,Graduate
Father's occupation_3,0.13068044401497717,Graduate
Father's occupation_4,-0.3349408270150272,Graduate
Father's occupation_5,-0.12585415288853183,Graduate
Father's occupation_6,0.1467395034691054,Graduate
Father's occupation_7,-0.09883186523166569,Graduate
Father's occupation_8,-0.07223645495741045,Graduate
Father's occupation_9,-0.11183563547256134,Graduate
Father's occupation_10,-0.1710689919634411,Graduate
Father's occupation_90,-0.09252345504823196,Graduate
Father's occupation_99,-0.12735148901031074,Graduate
Father's occupation_101,0.10055234493468276,Graduate
Father's occupation_102,-0.10738068760423317,Graduate
Father's occupation_103,-0.0679543942820228,Graduate
Father's occupation_112,-0.259718636970002,Graduate
Father's occupation_122,-0.3590267955527658,Graduate
Father's occupation_123,-0.03061759735409038,Graduate
Father's occupation_131,0.3884275305333147,Graduate
Father's occupation_134,-0.0008763319192203618,Graduate
Father's occupation_135,-0.21117418700437895,Graduate
Father's occupation_141,0.08039940038611532,Graduate
Father's occupation_143,0.10678509719389714,Graduate
Father's occupation_144,-0.24496145573424333,Graduate
Father's occupation_151,0.34640365817499436,Graduate
Father's occupation_152,-0.26212467741344286,Graduate
Father's occupation_153,0.06733217905706772,Graduate
Father's occupation_154,0.4785504869207346,Graduate
Father's occupation_161,-0.21106544804912328,Graduate
Father's occupation_163,0.04004404437824888,Graduate
Father's occupation_171,0.007590978418001693,Graduate
Father's occupation_172,0.07448293070926963,Graduate
Father's occupation_175,-0.10386568263106465,Graduate
Father's occupation_181,-0.10930791845087391,Graduate
Father's occupation_182,0.04636286461660733,Graduate
Father's occupation_183,-0.3382095007098914,Graduate
Father's occupation_192,0.3808278369830084,Graduate
Father's occupation_193,-0.07357103406386054,Graduate
Father's occupation_194,0.22321406079869713,Graduate
Father's occupation_195,0.1557302001728371,Graduate
Application order,0.06477463914148139,Graduate
Previous qualification (grade),0.008130623209303895,Graduate
Admission grade,0.06075381886369173,Graduate
Age at enrollment,-0.08687534209388126,Graduate
Curricular units 1st sem (credited),-0.19812425364570135,Graduate
Curricular units 1st sem (enrolled),-0.9591474521062157,Graduate
Curricular units 1st sem (evaluations),-0.2850173424401693,Graduate
Curricular units 1st sem (approved),2.0855162558981135,Graduate
Curricular units 1st sem (grade),0.4669070117402067,Graduate
Curricular units 1st sem (without evaluations),0.16452262883788354,Graduate
Unemployment rate,-0.07519169519555836,Graduate
Inflation rate,-0.00022480818915890022,Graduate
GDP,-0.018135492813804534,Graduate
Daytime/evening attendance,-0.16160326606674033,Graduate
Displaced,-0.17763632501748233,Graduate
Educational special needs,0.0066685355033674785,Graduate
Debtor,-0.7607246963403169,Graduate
Tuition fees up to date,1.5168982897510819,Graduate
Gender,-0.2639462284463473,Graduate
Scholarship holder,0.5387115116306072,Graduate
International,-0.017365494304666662,Graduate
